Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,
P047,3,2,1,1,2,2,0,2,1,2,,,,1,2,0,1,0,0,1,2,0,2,4,1,0,1,1,1,1,0,1,1,0,2,1,1,2,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,
P055,1,1,0,2,3,1,0,1,1,1,,,,1,4,2,2,3,1,2,2,3,2,4,4,5,3,4,2,5,2,2,1,3,0,0,0,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,
P057,1,1,2,1,2,1,3,1,0,0,,,,0,2,1,0,1,0,0,2,1,1,2,3,3,0,2,2,0,2,3,2,2,0,3,0,0,0,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,,
P064,0,1,1,0,2,0,0,0,1,,,,,1,0,1,0,0,0,0,0,0,1,0,2,2,1,2,0,1,1,2,3,2,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,,,
P066,2,1,2,0,4,1,1,2,2,3,2,,,1,1,2,0,1,5,1,4,1,1,1,2,1,3,1,2,1,2,1,2,1,3,3,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,
P067,6,1,2,7,1,1,0,2,2,8,,,,0,3,2,2,4,1,2,1,4,2,1,1,2,2,1,1,0,5,0,0,0,3,6,1,0,5,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,
P069,1,1,1,4,3,1,1,1,0,0,,,,1,2,1,1,1,1,2,3,2,1,2,1,1,2,1,2,2,2,1,3,1,1,1,0,0,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,,
P071,1,1,0,0,0,2,0,0,1,1,,,,2,3,1,1,1,3,3,0,3,1,0,1,2,2,1,3,1,3,2,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,
P076,1,1,0,1,0,1,1,2,1,1,,,,0,1,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,1,3,2,0,0,0,0,3,3,0,2,0,1,2,4,0,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,
P077,0,2,1,1,0,1,2,2,2,1,1,,,3,2,2,0,1,2,1,1,1,2,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,,
P085,1,2,4,2,2,1,2,0,0,1,,,,1,2,2,2,2,2,2,2,3,0,0,2,1,2,1,0,3,1,1,0,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,
P088,3,1,2,1,1,3,1,1,1,0,,,,2,3,2,1,2,1,4,1,3,3,1,2,2,2,1,2,1,1,3,1,2,1,3,3,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,
P089,0,0,1,1,3,2,0,0,1,0,,,,1,2,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,3,1,0,0,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,,
P090,0,0,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,
P094,0,0,0,0,0,0,0,0,2,0,,,,0,0,2,1,0,1,1,3,1,2,1,1,3,1,0,1,0,2,1,2,3,3,2,2,4,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3
P095,0,2,1,1,1,1,1,1,2,1,,,,2,1,2,1,1,0,1,1,1,2,1,2,1,2,0,1,0,1,1,1,1,2,2,2,1,2,1,2,1,0,2,0,3,1,1,1,0,2,1,1,2,1,2,3,1,1,1,1,1,2,1,0
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,
P096,0,0,1,0,0,0,0,2,1,1,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,1,1,0,0,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,
P097,0,2,0,1,0,1,2,2,2,0,,,,1,1,2,1,1,1,1,1,0,0,1,0,0,0,1,2,2,2,1,2,3,3,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,
P0802,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,
P0842,1,2,3,2,2,3,2,2,2,1,,,,1,3,2,2,1,1,2,1,1,3,3,1,2,1,1,2,2,1,4,3,1,1,2,2,1,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0881,0,0,0,0,0,0,0,0,0,1,,,,1,3,2,1,3,4,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,BeforeEvent3,,,,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,AfterEvent3,,,,,,,,,,,,,,,,,,,,,,
P0931,0,0,0,0,1,0,0,0,2,1,,,,0,0,0,1,2,1,2,4,1,1,1,3,2,0,0,2,0,3,0,1,0,2,1,1,4,4,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,
